Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,,,,
1999,Anantnag,India,33.733336,75.148983,Armed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,"Hindu Laborers in in Anantnag, India",Firearms,Unknown Gun Type,Unknown,Unknown,"07/07/1999: In a series of attacks in Jammu and Kashmir, unknown assailants shot and killed 12 Hindu laborers in Anantnag, India.",,,,
1999,Poonch District,India,33.767001,74.092404,Armed Assault,Private Citizens & Property,Religion Identified,"Hindus in Poonch District, India",Firearms,Unknown Gun Type,Unknown,Unknown,"07/08/1999: In a series of attacks in Jammu and Kashmir, unknown assailants shot and killed nine Hindus in Poonch district, India.",,,,
1999,Madar,India,34.415556,74.656667,Hostage Taking (Kidnapping),Military,Military Barracks/Base/Headquarters/Checkpost,"A Campus of the Border Security Forces in Madar, India",Explosives/Bombs/Dynamite,Grenade,Lashkar-e-Taiba (LeT),Unknown,"07/13/1999: Militants of the Lashkar-e-Taiba (LeT) group claimed to have entered the residential complex of the Indian Border Security Forces and taken twelve hostages, after killing three officials. All the hostages were freed the next day and the body of one militant was recovered. Despite the claim of responsibility, officials, believed that the Al- Badr group was responsible for the attack.",,,,
1999,Bandipora,India,34.419539,74.63827,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,"A Campus of the Border Security Forces in Madar, India",Firearms,Automatic Weapon,Unknown,Unknown,"07/13/1999: Unidentified separatist militants armed with automatic weapons attacked a heavily guarded Indian security forces camp in Bandipora, Jammu and Kashmir, India. Five people were killed and two wounded in the incident.",,,,
1999,Budgam,India,34.021244,74.722282,Armed Assault,Police,Police Security Forces/Officers,"District Police Lines in Badgam, India",Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Unknown,Unknown,"07/18/1999: Four rocket-propelled grenades were fired, by unknown perpetrators, at the district police lines in Badgam, India. The rockets missed the target and exploded in mid-air without causing any damage or casualties.",,,,
1999,Lehota,India,33.778175,76.576171,Armed Assault,Police,Police Security Forces/Officers,"Lihota Village Defense Committee Members in Lihota, India",Firearms,Unknown Gun Type,Hizbul Mujahideen (HM),Unknown,"07/19/1999: In one of two related incidents, members of the Hizb-ul-Mujahidin (HM) ambushed Lihota village, India, and started firing indiscriminately at the homes of the Village Defense Committee members. Fifteen people were killed and five were injured in the attacks. Minor damage to the area was also sustained.",,,,
1999,Mandi,India,33.795977,74.25388,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,"Employees of the Border Roads Organization in Mandi, India",Firearms,Automatic Weapon,Hizbul Mujahideen (HM),Unknown,"07/19/1999: In one of two related incidents, members of the Hizb-ul-Mujahidin (HM) attacked the engineering wing of the Border Roads Organization in Mandi, India. The attackers wounded one and killed four employees.",,,,
1999,Baramulla,India,34.205141,74.349494,Bombing or Explosion,Private Citizens & Property,Named Civilian,"Civilian at Auqaf Market, India",Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"07/21/1999: At least three people were killed and fourteen others were injured when unidentified militants lobbed a hand grenade at the busy Auqaf Market in Baramulla, India. The attack caused minor damage to the area.",,,,
1999,Guwahati,India,26.179222,91.753346,Bombing or Explosion,Transportation,Bridge/Car Tunnel,"Bridge in Guwahati, India",Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"07/22/1999: A bomb that was planted under a bridge in Guwahati, India, exploded and caused minor damage, but no casualties. In addition to this attack another bomb was detonated near the bridge. No group or individual claimed credit for this attack.",,,,
1999,Guwahati,India,26.179222,91.753346,Bombing or Explosion,Transportation,Bridge/Car Tunnel,"Bridge in Guwahati, India",Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"07/22/1999: A bomb that was planted near a bridge in Guwahati, India, exploded. The attack caused minor damage, killed one person and injured thirteen others. In addition to this attack another bomb was detonated under the bridge. No group or individual claimed credit for this attack.",,,,
1999,Anantnag,India,33.733336,75.148983,Bombing or Explosion,Police,Police Patrol (including vehicles and convoys),"Anantnag Police Patrol near a bus stand in Anantnag, India",Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"07/24/1999: Eight persons were injured when unidentified militants hurled a grenade at a police patrol in Anantnag, India. The grenade missed its target and exploded in a nearby crowded bus stand, which sustained minor damage. No group or individual claimed credit for this attack.",,,,
1999,Karbi Anglong District,India,25.960734,93.497468,Armed Assault,Military,Paramilitary,"Assam Police in Karbi Anglong District, India",Firearms,Unknown Gun Type,Unknown,Unknown,"07/27/1999: Seven people, including six Assam police personnel, were killed and six were injured in an ambush by unidentified armed militants in Karbi Anglong, India.",,,,
1999,Humahama,India,33.778175,76.576171,Bombing or Explosion,Police,Police Security Forces/Officers,"Special Task Force of the Jammu and Kashmir Police Force at Humahama, India",Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Unknown,Unknown,"07/29/1999: Unidentified assailants launched five rockets at a camp for the Jammu and Kashmir Special Task Force in Humahama, India. No one was injured in the attack, but the camp sustained minor damage.",,,,
1999,Unknown,India,10.850516,76.271083,Unarmed Assault,Religious Figures/Institutions,Religious Figure,Archbishop Mar Jacob Thoomkuzhy and an assisting priest.,Chemical,0,Unknown,Possibly committed by a rival religious faction intent on installing its own figure in the senior-most position of the church.,"08/02/1999:  Archbishop Mar Jacob Thoomkuzhy and an assisting priest were both killed in Kerala, India when their altar wine was poisoned.",,,,
1999,Guwahati,India,26.179222,91.753346,Hostage Taking (Kidnapping),Business,Farm/Ranch,"Gautam Roy, Manager of Chandighat Tea Estate",Firearms,Unknown Gun Type,Dima Halao Daoga (DHD),To obtain ransom money.,"08/03/1999: In a series of related incidents, ten extremists dressed in Army fatigues, abducted Chandighat Tea Estate Manager Gautam Roy, and General Manager H. Puri in Guwahati, India. Both were returned after a large ransom was paid, but reports did not the specify amount of the ransom or when the victims were released. Bodo militants in the North bank and the Dima Halao Daoga (DHD) were suspected of perpetrating the attacks.",,,,
1999,Guwahati,India,26.179222,91.753346,Hostage Taking (Kidnapping),Business,Farm/Ranch,"J. Sharma, Assistant Manager of Baladhan division of Burthol Tea Estate",Firearms,Unknown Gun Type,Dima Halao Daoga (DHD),To obtain ransom money.,"08/04/1999: In a series of related incidents, the assistant manager of the Baladhan division of Burthol Tea Estate, J. Sharma, was abducted In Guwahati, India, and then returned after a ransom was paid. Reports did not specify amount of ransom or when the victim was released. odo militants in the North bank and the Dima Halao Daoga (DHD) were suspected of perpetrating the attacks.",,,,
1999,Kotkapura,India,30.580791,74.824222,Hostage Taking (Kidnapping),Private Citizens & Property,Named Civilian,19-year-old son of Mr. Desa Singh Monga,Firearms,Unknown Gun Type,Khalistan Liberation Force,To make money for future terrorist attacks.,"08/05/1999: Members of the Khalistan Liberation Force (KLF) kidnapped the 19-year-old son of Mr. Desa Singh Monga, a petrol pump owner, and kept him at various places in Punjab, Haryana and Rajasthan. as the U.K.-based KLF leader, Sandip Singh, negotiated a large ransom. Three KLF militants were arrested and officials discovered that the KLF planned large-scale ransom kidnappings to fund future attacks. The victim was eventually released.",,,,
1999,Chaki Natnusa,India,34.426355,74.322821,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,"A Rashtriya Rifles post in Check-Natnusa village, India",Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Hizbul Mujahideen (HM),Unknown,"08/06/1999: Militants of the Harkat-ul-Ansar and Hizb-ul-Mujahidin (HM) launched a five-pronged attack on a 100-member Rashtriya Rifles Army post in Check-Natnusa village, India. Five soldiers and six militants were killed and thirteen others were injured. The assailants fired at least 20 rockets, light machine guns and other sophisticated weapons at the Army camp.",,,,
1999,Dhalai district,India,23.846698,91.909924,Hostage Taking (Kidnapping),NGO,Domestic NGO,"Four office-holders of the Rashtriya Swayamsevak Sangh: Shyamal Sengupta, Sudhamay Dutta, Dinendra Dey and Shubaken Chakravarty",Unknown,0,National Liberation Front of Tripura (NLFT),"Sources speculate that the kidnapping was ""an attempt to thwart the Sangh's growing influence in the north-eastern states"".  However, the National Liberation Front of Tripura (NLFT), who claimed responsibility, demanded that the Tripura State Rifles be disbanded or the hostages would be killed.","8/6/1999:  Four members of the Rashtriya Swayamsevak Sangh (RSS) were kidnapped while visiting the Vanvasi Kalyan Ashram in the Kanchanchara area of Tripura, India.  The kidnappers arrived at the Ashram seeking the individual in charge.  Failing to find him, the attackers took four senior members of the RSS in his stead.  The National Liberation Front of Tripura (NLFT) is believed to be responsible.  One source states that the NLFT demanded that the Tripura State Rifles (TSR) be disbanded or the hostages would be killed.",,,,
1999,Kupwara,India,34.526179,74.254614,Armed Assault,Military,Military Transportation/Vehicle (excluding convoys),"Army jeep in Kupwara, India",Firearms,Unknown Gun Type,Hizbul Mujahideen (HM),Unknown,"08/07/1999: A colonel and three of his bodyguards were killed by militants in an ambush on an Army jeep in Kupwara, India. Hizb-ul-Mujahidin (HM) claimed responsibility for this attack.",,,,
1999,Bijni,India,26.49598,90.702507,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians on a passenger train traveling between Bijni and Patilidaha stations,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),"Specific motive is unknown, but sources speculate that the incident is related to the strike that militants have called for in order to boycott Independence day celebrations","8/7/1999: A bomb exploded at the Pakajani Bridge between Bijni and Patilidaha stations in Barpeta district of lower Assam, India.  The suspected target, a passenger train, was running later than scheduled and was able to stop in time to avoid the blast.  A special security pilot engine that traveled in front of the passenger train was derailed in the incident.  No one was injured in the explosion.  The United Liberation Front of Assam is believed to be responsible.",,,,
1999,Bijni,India,26.49598,90.702507,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians on a passenger train traveling between Bijni and Patilidaha stations,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),"Specific motive is unknown, but sources speculate that the incident is related to the strike that militants have called for in order to boycott Independence day celebrations","8/7/1999: An improvised explosive device (IED) was discovered on section of railway track over Dulani river between Bijni and Chaprakata stations in the Barpeta district of lower Assam, India.  The suspected target, the Arunachal Express, was running later than scheduled and was able to stop in time for authorities to defuse the explosive.  The United Liberation Front of Assam is believed to be responsible.",,,,
1999,Trehgam,India,34.514753,74.173172,Bombing or Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,"Army camp in Trehgam, India",Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Unknown,Unknown,"08/08/1999: Unidentified Islamic militants rained rockets and mortar fire on an Indian Army camp in Trehgam, India. One soldier was killed and six others were wounded in the attack on the camp, which was a brigade headquarters.",,,,
1999,Salakati,India,26.442601,90.353772,Bombing or Explosion,Transportation,Train/Train Tracks/Trolley,New Delhi-Guwahati Rajdhani Express travelling between Salakati and Kokrajhar,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"08/09/1999: A bomb exploded and derailed a freight train that was traveling between Salakati and Kokrajhar, India. Five people were injured in the explosion, which was believed to have been targeted at the New Delhi-Guwahati Rajdhani Express, but derailed the freight train instead.",,,,
1999,Sonitpor district,India,26.678779,92.857672,Bombing or Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)","Soldiers in Sonitpur district, India",Explosives/Bombs/Dynamite,Unknown Explosive Type,National Democratic Front of Bodoland (NDFB),Unknown,"08/11/1999: Five Army personnel were killed and nine were injured in an explosion engineered by suspected activists of the National Democratic Front of Bodoland (NDFB) in Sonitpur District, India.",,,,
1999,Manasbal,India,34.256142,74.676269,Bombing or Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,"Army camp at Manasbal, India",Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Unknown,Unknown,"08/14/1999: A group of heavily armed unidentified perpetrators launched a rocket attack at an Army camp at Manasbal, Jammu and Kashmir State, India, on the Srinagar-Bandipora road, killing three soldiers and wounding nine before escaping. No losses were reported on the perpetrators' side.",,,,
1999,Pahalgam,India,34.016075,75.31498,Bombing or Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,"Army camp at Valgam, India",Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Unknown,Unknown,"08/14/1999: A group of heavily armed unidentified perpetrators launched a rocket attack at an Army camp at Valgam, Kupwara district, Jammu and Kashmir State, India. No casualties or damage were reported in this incident.",,,,
1999,Magam,India,34.091914,74.589914,Bombing or Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,"Army camp at Magam, India",Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Unknown,Unknown,"08/14/1999: A group of heavily armed unidentified perpetrators launched a rocket attack at an Army camp at Magam, Badgam district, Jammu and Kashmir State, India.  No casualties or damage were reported in this incident.",,,,
1999,Rajpora,India,33.822873,74.853637,Bombing or Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,"Army camp at Rajpora, India",Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Unknown,Unknown,"08/14/1999: A group of heavily armed unidentified perpetrators launched a rocket attack at an Army camp at Rajpora, Pulwama district, Jammu and Kashmir State, India.  No casualties or damage were reported in this incident.",,,,
1999,Devar Lolab,India,34.455549,74.449553,Bombing or Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)","Soldiers in the Devar-Lolab area of Kupwara district, India",Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Unknown,Unknown,"08/14/1999: Two Army soldiers were killed and seven, including a junior commissioned officer, were injured when they were ambushed by perpetrators in the Devar-Lolab area of Kupwara district, Jammu and Kashmir State, India.",,,,
1999,Chenani,India,33.035542,75.285157,Bombing or Explosion,Police,"Police Building (headquarters, station, school)","Police Station in Chenani, India",Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Lashkar-e-Taiba (LeT),Unknown,"08/15/1999: In one of two attacks on this day, guerrillas fired automatic rifles and rocket launchers at a remote police station in Chenani, Jammu and Kashmir, India. The Pakistan-based Lashkar-e-Taiba (LeT) rebel group sent a fax to The Associated Press claiming responsibility for the attack.",,,,
1999,Chenani,India,33.035542,75.285157,Bombing or Explosion,Police,Police Patrol (including vehicles and convoys),"Police vehicle in Chenani, India",Explosives/Bombs/Dynamite,Land Mine,Lashkar-e-Taiba (LeT),Unknown,"08/15/1999: In one of two attacks on this day, guerrillas set off a land mine and opened fire on a police vehicle near Chenani, Jammu and Kashmir, India. The Pakistan-based Lashkar-e-Taiba (LeT) rebel group sent a fax to The Associated Press claiming responsibility for the attack.",,,,
1999,Cachar District,India,24.801749,92.944764,Hostage Taking (Kidnapping),Business,Farm/Ranch,Pathimara Tea Estate Assistant Manager Rajat Banerjee,Firearms,Unknown Gun Type,Dima Halao Daoga (DHD),To obtain ransom money.,"08/03/1999: In a series of related incidents, unidentified perpetrators abducted Pathimara Tea Estate Assistant Manager, Rajat Banerjee in Cachar District, India. Bodo militants in the North bank and the Dima Halao Daoga (DHD) were suspected of perpetrating the attacks. .Banerjee was killed in an exchange of fire between the kidnappers and the Army in NC Hills district on August 29, 1999.",,,,
1999,Nalbari District,India,26.44174,91.393395,Hostage Taking (Kidnapping),Business,Farm/Ranch,Two tea executives of the Fatemabad Tea Estate in Nalbari District,Firearms,Unknown Gun Type,Dima Halao Daoga (DHD),To obtain ransom money.,"08/03/1999: In a series of related incidents, two tea executives of the Fatemabad Tea Estate of Nalbari District, India, were kidnapped by Reports did not indicate how much ransom was demanded or whether the victims were released. Bodo militants in the North bank and the Dima Halao Daoga (DHD) were suspected of perpetrating the attacks.",,,,
1999,Manu,India,23.997294,91.9906,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)","State government officials, including 12 rural body secretaries",Firearms,Unknown Gun Type,National Liberation Front of Tripura (NLFT),Unknown,"9/6/1999: 16 state officials were abducted in Manu, Tripura province, India.  Approximately 25 armed members of the National Liberation Front of Tripura (NLFT) abducted the officials while they were attending a meeting at the Block Development Office.",,,,
1999,Doda,India,33.14575,75.548049,Bombing or Explosion,Violent Political Party,Party Official/Candidate/Other Personnel,Members,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"09/09/1999: Unknown assailants threw a grenade at a jeep carrying members from the Bharatiya Janata Party in Doda, India. Eleven of the members were injured and the jeep was destroyed in the attack.",,,,
1999,Tangmang,India,34.05998,74.424533,Bombing or Explosion,Military,Paramilitary,"Indian Border Police jeep in Tangmang, India",Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"09/15/1999: Unknown assailants bombed an Indian Border Police jeep in Tangmang, India. The attack, which occurred along the Indo-Tibetan border injured four soldiers and damaged the vehicle.",,,,
1999,Laudara,India,33.778175,76.576171,Bombing or Explosion,Military,Paramilitary,"Indian Border Police in Laudara, India",Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"09/16/1999: One Indian Border Security Force soldier was killed and four others were injured from a bomb that exploded in Laudara, India. No group or individual claimed credit for this attack.",,,,
1999,Deepkarhar,India,25.096074,85.313119,Bombing or Explosion,Government (General),"Government Personnel (excluding police, military)","Poll officials in Deepkarhar, India",Explosives/Bombs/Dynamite,Land Mine,Unknown,Unknown,"09/25/1999: Two poll officials were killed in a landmine explosion in Deepkarhar, India. No further information was provided on this incident.",,,,
1999,Sursand District,India,26.644216,85.720507,Armed Assault,Violent Political Party,Party Official/Candidate/Other Personnel,Supporter,Firearms,Unknown Gun Type,Communist Party of India- Marxist-Leninist,Unknown,"09/25/1999: Three Communist Party of India-Marxist Leninist (CPI-ML) activists killed a Rashtriya Janata Dal (RJD) supporter in Sursand district, India. Angry villagers then overpowered the perpetrators and killed them.",,,,
1999,Pastun,India,33.992222,75.075833,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Peerzada Abdul Hamid,Explosives/Bombs/Dynamite,Land Mine,Unknown,Unknown,"09/26/1999: In Pastoon, India, unidentified perpetrators attempted to assassinate Peerzada Abdul Hamid, the Janata Dal (JD) candidate for the Anantnag parliamentary constituency, by blowing up his escort vehicle with a landmine. Eight Central Reserve Police Force (CRPF) personnel were seriously were injured in the attack.",,,,
1999,Unknown,India,23.940848,91.988153,Armed Assault,Military,Paramilitary,"Border security forces in Tripura, India",Firearms,Unknown Gun Type,National Liberation Front of Tripura (NLFT),Unknown,09/26/1999: Eight Border Security Force soldiers were killed by suspected National Liberation Front of Tripura (NLFT) rebels in an ambush near the Chawmanu-Talcher border in India. The perpetrators also looted arms and ammunition from the victims.,,,,
1999,Srinagar,India,34.083658,74.797368,Armed Assault,Government (General),Government Building/Facility/Office,Srinagar State Government building,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",Harakat ul-Mujahidin (HuM),Unknown,"09/29/1999: Harakat ul-Mujahidin (HuM) gunmen fired grenades at the state government building in Srinagar, India. Five security officers and a government clerk were killed in the blast and buildings in the area were damaged. As the gunmen fled, they got into a shootout with police at a nearby building and killed a constable during the firefight.",,,,
1999,Unknown,India,26.275268,92.953375,Bombing or Explosion,Military,Military Unit/Patrol/Convoy,Indian Security Forces on patrol in Assam,Explosives/Bombs/Dynamite,Remote Trigger,Other,The intent was to disrupt election process by intimidating voters.,"10/02/1999: In a series of attacks carried out on the eve of the fifth round of voting in the Indian federal elections, unidentified suspected militants detonated explosives planted under security forces vehicles in Assam, India, killing four security personnel and their driver.",,,,
1999,Kolkata,India,22.572646,88.363895,Bombing or Explosion,Government (General),Election-related,A school to be used as a polling station in Calcutta,Explosives/Bombs/Dynamite,Unknown Explosive Type,Other,The intent was to disrupt election process by intimidating voters.,"10/02/1999: In a series of attacks carried out on the eve of the fifth round of voting in the Indian federal elections, unidentified suspected militants detonated explosives at a school in Calcutta, India, which was to be used as a polling place. Two children were injured in the attack.",,,,
1999,Tinsukia District,India,27.491929,95.347833,Bombing or Explosion,Police,Police Security Forces/Officers,Central Reserve Police Force on duty in Upper Assam's Tinsukia district,Explosives/Bombs/Dynamite,Other Explosive Type,United Liberation Front of Assam (ULFA),The intent was to disrupt election process by intimidating voters.,"10/02/1999: In a series of attacks carried out on the eve of the fifth round of voting in the Indian federal elections, eight people, including four Central Reserve Police Force (CRFP) personnel, were killed and four others were injured when United Liberation Front of Assam militants exploded an improvised explosive device in Upper Assam's Tinsukia district in India.",,,,
1999,Kachugaon,India,26.37931,90.025394,Facility-Infrastructure Attack,Government (General),Election-related,Polling Station Number 88 in Kachugaon,Unknown,0,Bodo Liberation Tigers (BLT),The intent was to disrupt election process by intimidating voters.,"10/02/1999: In a series of attacks carried out on the eve of the fifth round of voting in the Indian federal elections, Bodo militants damaged Polling Station Number 88 at Kachugaon, in the Gossaigaon sub-division of Kokrajhar district, India. No one was injured in this attack.",,,,
1999,Henglep,India,24.48338,93.52365,Unknown,Military,Military Unit/Patrol/Convoy,Indian Security Forces on patrol on poll duty in Henglep,Unknown,0,Other,The intent was to disrupt election process by intimidating voters.,"10/02/1999: In a series of attacks carried out on the eve of the fifth round of voting in the Indian federal elections, unidentified militants ambushed a security convoy in Henglep, India, which was carrying personnel on poll duty. Two Army soldiers were killed and two others were seriously injured in the attack.",,,,
1999,Nagaon District,India,26.236916,92.608133,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,"Kamal Nath, leader of Asom Gana Parishad (AGP)",Firearms,Unknown Gun Type,United Liberation Front of Assam (ULFA),The intent was to disrupt election process by intimidating voters.,"10/02/1999: In a series of attacks carried out on the eve of the fifth round of voting in the Indian federal elections, United Liberation Front of Assam (ULFA) militants killed Kamal Nath in central Assam's Nagaon district, India. Nath was a local Asom Gana Parishad (AGP) leader and the former president of the party's Sutargaon unit.",,,,
1999,Kathalguri,India,27.315444,95.286216,Bombing or Explosion,Police,Police Security Forces/Officers,Central Reserve Police Force checking polling stations,Explosives/Bombs/Dynamite,Remote Trigger,Unknown,The intent was to disrupt election process by intimidating voters.,"10/02/1999: In a series of attacks carried out on the eve of the fifth round of voting in the Indian federal elections, an improvised explosive device (IED), which was planted by unknown perpetrators under a culvert near Kathalguri, India, in Upper Assam's Tinsukia district. The IED exploded as a Central Reserve Police Force (CRPF) vehicle was passing the area. The police had been on their way to Dibrujan after checking certain polling stations in Bordumgsa.",,,,
1999,Tinsukia District,India,27.491929,95.347833,Bombing or Explosion,Police,Police Patrol (including vehicles and convoys),Central Reserve Police Force on patrol in Upper Assam's Tinsukia district,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),The intent was to disrupt election process by intimidating voters.,"10/02/1999: In a series of attacks carried out on the eve of the fifth round of voting in the Indian federal elections, nine Central Reserve Police Forces (CRFP) personnel were injured when United Liberation Front of Assam (ULAF) militants exploded an improvised explosive device in Upper Assam's Tinsukia district in India.",,,,
1999,Barpeta District,India,26.353393,91.104441,Armed Assault,Government (General),Election-related,Polling Station in Barpeta district,Firearms,Automatic Weapon,United Liberation Front of Assam (ULFA),The intent was to disrupt election process by intimidating voters.,"10/03/1999: In a series of attacks carried out on the day of the fifth round of voting in the Indian federal elections, militants from the United Liberation Front of Assam (ULFA) opened fire at a polling station in Barpeta district, Assam State, India, killing five police officers and injuring three.",,,,
1999,Dhalai District,India,23.919906,91.850304,Armed Assault,Military,Military Unit/Patrol/Convoy,A convoy of Indian Security Forces in Dhalai district,Firearms,Unknown Gun Type,All Tripura Tiger Force (ATTF),The intent was to disrupt election process by intimidating voters.,"10/03/1999: In a series of attacks carried out on the day of the fifth round of voting in the Indian federal elections, the All Tripura Tiger Force claimed responsibility for the ambush of a paramilitary convoy in Dhalai district, Tripura State, India, which killed five soldiers and two civilians.",,,,
1999,Unknown,India,24.663717,93.906269,Armed Assault,Government (General),Election-related,Polling station in Manipur,Firearms,Unknown Gun Type,Other,The intent was to disrupt election process by intimidating voters.,"10/03/1999: In a series of attacks carried out on the day of the fifth round of voting in the Indian federal elections, unidentified militants struck in Manipur State, India, killing sixteen people, including a deputy commandant and five Central Reserve Police Force personnel. Five others were also injured in the attack.",,,,
1999,Srinagar,India,34.083658,74.797368,Bombing or Explosion,Transportation,Bus (excluding tourists),An unnamed passenger bus in downtown Srinagar,Explosives/Bombs/Dynamite,Unknown Explosive Type,Other,Unknown,"10/07/1999: Indian security forces thwarted an attack by unidentified pro-Pakistani militants, who planted a powerful bomb on a passenger bus in downtown Srinagar, Jammu and Kashmir State, India. Army combat engineers successfully defused the bomb without incident.",,,,
1999,Jammu,India,32.726602,74.857026,Bombing or Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Raghunath Bazaar in Jammu,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"10/23/1999: At approximately 7:30 pm local time, a powerful bomb explosion injured more than twenty people in Jammu, Jammu and Kashmir State, India, when it detonated near the Raghunath Bazaar. The perpetrators of this incident were unknown.",,,,
1999,Srinagar,India,34.083658,74.797368,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Badamibagh Cantonment,Firearms,Automatic Weapon,Lashkar-e-Taiba (LeT),Unknown,"11/03/1999: 3 armed men attacked the Badami Bagh Cantonment in Kashmir, India. Three died (including two of the attackers) and two were wounded in the attack.",,,,
1999,Kandrori,India,32.184316,75.669148,Bombing or Explosion,Transportation,Train/Train Tracks/Trolley,Puja Express Train 2404,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,11/11/1999: Eleven people were killed and 100 injured when a bomb exploded on a passenger train heading to Delhi from Jammu. There was no indication who was responsible for the attack.,,,,
1999,Kandrori,India,32.184316,75.669148,Bombing or Explosion,Transportation,Train/Train Tracks/Trolley,"Puja Express train en route to Jaipur, India",Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"11/13/1999: A bomb planted on a Puja Express train exploded while en route to Jaipur, India. Twelve people were killed and 51 injured. No group claimed credit for this attack.",,,,
1999,Panchavati,India,19.75148,75.713888,Armed Assault,Private Citizens & Property,Marketplace/Plaza/Square,"Civilians at a bazaar in Panchavati, India",Firearms,Automatic Weapon,All Tripura Tiger Force (ATTF),Unknown,"11/14/1999: 17 people were killed and 11 injured by All Tripura Tiger Force (ATTF) militants who fired at random upon a bazaar in Panchavati, India. Reports also indicated 10 people were kidnapped however there was no further details provided regarding the fate of the victims.",,,,
1999,Loto,India,24.105324,83.818132,Armed Assault,Terrorists/Non-State Militia,0,People's War Group member and his family,Melee,Knife or Other Sharp Object,Maoist Communist Center (MCC),Unknown,"11/18/1999: 200 suspected members of the Maoist Communist Center opened fire on the sleeping family of a rival group, Maoist People's War Group (PWG), and then beheaded the bodies in Loto, Palamu District, Jharkhand State, India. Twelve people died in the attack.",,,,
1999,Bangdar,India,23.940848,91.988153,Armed Assault,Police,Police Patrol (including vehicles and convoys),"South Tripura police convoy in Bangdar, India",Firearms,Automatic Weapon,National Liberation Front of Tripura (NLFT),Unknown,"11/22/1999: Eight police personnel were killed and five injured when National Liberation Front of Tripura (NLFT) militants ambushed a police convoy in Bangdar, India.",,,,
1999,Srinagar,India,34.083658,74.797368,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,"National Conference Party Headquarters in Srinagar, India",Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"11/23/1999: A bomb hidden in a motor scooter exploded outside the a political party headquarters of the National Conference Party in Srinagar, India. Ten people were wounded in the attack. No further information was provided.",,,,
1999,Pattan district,India,34.16047,74.555116,Bombing or Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,"Indian Army camp in Nehalpora Pattan, India",Explosives/Bombs/Dynamite,Remote Trigger,Unknown,Unknown,"11/25/1999: Militants detonated a powerful improvised explosive device (IED) near an Indian Army camp in Nehalpora Pattan, India. Three Army personnel were killed and three others critically wounded in the blast.",,,,
