Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,,
2009,Boro Chenam,India,25.270327,92.906448,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Tribal members of Boro Chamon village,Incendiary,Arson/Fire,Dima Halao Daoga (DHD),The specific motive for the attack is unknown.,"06/03/2009: On Wednesday, in Boro Chamon village, Haflong District, North Cachar Hills, India, Dima Halam Daogah-Jewel (DHD-J) militants attacked and set fire to the village, killing five tribal members, injuring ten civilians, and damaging the village.",,
2009,Boro Chenam,India,25.270327,92.906448,Bombing or Explosion,Private Citizens & Property,Marketplace/Plaza/Square,"The Boro Chenam and Kampai villages, in Haflong, North Cachar Hills,",Incendiary,Arson/Fire,Black Widows,The specific motive for the attack is unknown.,"06/03/2009: On Wednesday morning around 0500, in the Boro Chenam and Kampai villages, in Haflong, North Cachar Hills, India, militants opened fire killing five civilians, wounding one child, and setting ablaze 54 houses. No group claimed responsibility, but the Black Widows are suspected to be responsible.",,
2009,Simlapal,India,22.916707,87.07035,Bombing or Explosion,Police,Police Security Forces/Officers,A group of police officers were targeted in Simlipal.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/03/2009: On Wednesday around afternoon at 1245, in Simlipal, Bankura, West Bengal, India, five assailants fired upon a group of police officers while they stopped to eat lunch at a hotel, killing three police officers, wounding two others, and damaging the hotel and a police van. No group claimed responsibility, but authorities believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",,
2009,Chitrakonda,India,18.108706,82.10879,Bombing or Explosion,Business,Multinational Corporation,The Essar Steel Company,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/03/2009: On Wednesday, near Chitrakonda, in Malkangiri, Orissa, India, assailants set fire to five vehicles of the Essar Steel Company, damaging one dump truck, one excavator, one truck, and two sport utility vehicles but causing no injuries. No group claimed responsibility, but it was believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",,
2009,Panasagondi,India,18.071714,82.628139,Bombing or Explosion,Business,Construction,A road construction site,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/03/2009: On Wednesday evening around 1800, near Panasagondi, in Vishakhapatnam, Andhra Pradesh, India, approximately 40 assailants set fire to equipment at a road construction site, damaging six vehicles and one construction machine but causing no injuries. No group claimed responsibility, but it was believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",,
2009,Gokulnagar,India,22.16034,88.378559,Bombing or Explosion,Private Citizens & Property,House/Apartment/Residence,A residence,Incendiary,Arson/Fire,Unknown,The specific motive for the attack is unknown.,"06/04/2009: On Thursday night, in Sunderpur, Gokulnagar, West Bengal, India, assailants set a house on fire, damaging the residence but causing no causalities. No group claimed responsibility.",,
2009,Tentulia,India,22.785105,88.854208,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Two civilians were targeted in Tentulia village.,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/04/2009: On Thursday, near Tentulia village, Margram, Birbhum, India, Communist Party of India-Maoist assailants lynched the husband of a member of Congress, and wounded a civilian. It is unknown if the attack caused any damage.",,
2009,Gokulnagar,India,22.16034,88.378559,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,A Trinamul Congress leader was in Sunderpur,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/04/2009: On Thursday evening around 2045, in Sunderpur, near Gokulnagar, West Bengal, India, assailants shot and killed Trinamul Congress leader, Nabi Mandal, as he was on his way home. It is unknown if the attack caused any damage. No group claimed responsibility, but the Communist Party of India-Maoist is believed to be responsible.",,
2009,Harichandpur,India,21.33894,85.788664,Bombing or Explosion,Private Citizens & Property,Laborer (General)/Occupation Identified,"A contractor, identified as Tukuna Sahu,",Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/05/2009: On Friday, in Keonjhar, Orissa, India, Communist Party of India-Maoist cadres killed a contractor, Tukuna Sahu, for being a police informer. Sahu's body was found near a pond in Harichandanpur village. No damages were reported in the attack. The Maoists left a handwritten note near his body saying they had been looking for Sahu for a long time as ﾓhe was a police informerﾔ.",,
2009,Gokulnagar,India,22.16034,88.378559,Bombing or Explosion,Private Citizens & Property,Political Party Member/Rally,A Communist Party of India-Maoist supporter,Unknown,0,Unknown,The specific motive for the attack is unknown.,"06/05/2009: On Friday morning around 0730, in Gajipur, near Gokulnagar, West Bengal, India, a Communist Party of India-Maoist (CPI-Maoist) supporter, Sahadeb Sarkar alias Naru, was lynched. After preliminary investigation, police suspect that Sahadeb was first beaten up and then his throat was slit. No damages were reported. Police also believe he was murdered in revenge of the Trinamul Congress leader being murdered the night before. No group claimed responsibility.",,
2009,Pulwama,India,33.871517,74.89955,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,A National Conference (NC) party member,Firearms,Unknown Gun Type,Unknown,The specific motive for the attack is unknown.,"06/05/2009: On Friday, in Sangarwani Keller, Pulwama, Jammu and Kashmir, India, assailants fired upon and killed one National Conference (NC) party member at his residence. It is unknown if the attack caused any damage. No group claimed responsibility.",,
2009,Boipariguda,India,18.751105,82.433295,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",A police station,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/07/2009: On Sunday, in Baipariguda village, in Koraput, Orissa, India, approximately 70 assailants with bombs and incendiary devices attacked and damaged a police station. The assailants detonated explosives on the station and set fire to five vehicles. No injuries were sustained and the Communist Party of India-Maoist claimed responsibility for the attack. This incident was part of a series of three linked attacks that targeted police posts in Koraput.",,
2009,Ramgiri,India,18.768007,82.233881,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",A police outpost,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/07/2009: On Sunday, in Ramgiri, Koraput, Orissa, India, approximately 70 assailants detonated explosives on a police outpost, damaging the outpost but causing no injuries. The Communist Party of India-Maoist claimed responsibility for the attack. This incident was part of a series of three linked attacks that targeted police posts around Koraput.",,
2009,Machkund,India,18.356667,82.305,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",A police station,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/07/2009: On Sunday, in Machhkund, Koraput, Orissa, India, approximately 70 assailants detonated explosives on a police station, damaging the station but causing no injuries. The Communist Party of India-Maoist claimed responsibility for the attack. This incident was part of a series of three linked attacks that targeted police posts in Koraput.",,
2009,Padbeda,India,19.952028,81.187019,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,"The targets were two brothers, suspected of being police informers.",Melee,"Hands, Feet, Fists",Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/07/2009: On Sunday evening, in Padbeda village, Kanker, Chhattisgarh, India, approximately 12 assailants kidnapped two brothers from their home because they were suspected of being police informers. They were later beaten to death by their captors. No group claimed responsibility, but authorities believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",,
2009,Domgaon,India,26.588159,90.472791,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,A senior Bodo People's Progressive Front (BPPF) politician,Firearms,Unknown Gun Type,Bodo Peopleﾒs Front (BPF),The specific motive for the attack is unknown.,"06/08/2009: On Monday, in Domgaon, Chirang District, Assam, India, a senior Bodo People's Progressive Front politician was killed by suspected Bodo People's Front militants during an attack. No group claimed responsibility.",,
2009,Guwahati district,India,26.1503,91.736061,Bombing or Explosion,Private Citizens & Property,House/Apartment/Residence,The targets were private homes.,Incendiary,Arson/Fire,Unknown,The specific motive for the attack is unknown.,"06/08/2009: On Monday evening, in the village of Daduki, near Maibang, Guwahati, Assam, India, assailants set 30 houses on fire causing no casualties. No group claimed responsibility but it was believed that Zeme Naga or Dimasa militants were responsible for the attack.",,
2009,Alappuzha,India,9.498067,76.338848,Bombing or Explosion,Educational Institution,School/University/Educational Building,A school,Sabotage Equipment,0,Unknown,The specific motive for the attack is unknown.,"06/08/2009: On Monday, in Alappuzha, Kerala, India, the 'Black Day' observed by Communist Party of India-Maoist activists to protest the Governorﾒs permission to prosecute the partyﾒs State Secretary Pinarayi Vijayan, turned into violence. The Saint Joseph's Girls School was targeted by protestors. A 15-member group of unidentified persons jumped over the institutionﾒs compound wall and manhandled security personnel before going on the rampage on the campus. The attackers destroyed notice boards, windows, furniture and flowerpots. Stones were pelted at the chapel, damaging its glass panes. In the town, the Vyapari Vyavasayi Ekopana Samithiﾒs Alappuzha Town West Unit office was attacked. The Ambadi hotel and the Arcadia Bar near the KSRTC bus-stand, a private finance firm at Pazhaveedu and a few buses were among those targeted by the protestors. No group claimed responsibility.",,
2009,Bijapur district,India,18.791667,80.816667,Bombing or Explosion,Police,Police Security Forces/Officers,The targets were police officers.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/08/2009: On Monday, in Pavnar, Bijapur District, Chhattisgarh, India, five police officers were injured in an ambush by suspected Communist Party of India-Maoist militants. No group claimed responsibility.",,
2009,Dhanora,India,21.144714,81.322453,Bombing or Explosion,Police,Police Security Forces/Officers,The target was a constable.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/08/2009: On Monday morning, in Dhanora, Narayanpur District, Chhattisgarh, India, a constable of the Chhattisgarh Armed Force (CAF), Santosh Verma, was killed when suspected Communist Party of India-Maoist cadres opened indiscriminate fire at the camp. No group claimed responsibility.",,
2009,North Cachar Hills district,India,25.352912,93.017894,Bombing or Explosion,Private Citizens & Property,House/Apartment/Residence,Thirteen tribal huts,Incendiary,Arson/Fire,Unknown,The specific motive for the attack is unknown.,"06/08/2009: On Monday, in Jiri Basti, North Cachar Hills, Assam, India, unidentified militants attacked and set fire to 13 tribal huts. No casualties were reported, and no group claimed responsibility. This incident was one of three linked attacks in the area that also targeted several other villages in North Cachar Hills, Assam, India.",,
2009,Diduki,India,25.269112,93.166372,Bombing or Explosion,Private Citizens & Property,Village/City/Town/Suburb,A village was the target.,Incendiary,Arson/Fire,Unknown,The specific motive for the attack is unknown.,"06/08/2009: On Monday, in North Cachar Hills, Assam, India, 40 houses were burnt down by unidentified militants. No casualties were reported. A group of gunmen wearing black clothes and helmets struck Diduki and Lailing villages under Maibang and Mahur police stations Monday early morning and set huts on fire. About 160 individuals are now homeless. No group claimed responsibility. This incident was one of three linked attacks in the area that also targeted several other villages in North Cachar Hills, Assam, India.",,
2009,Bijapur,India,18.791667,80.816667,Bombing or Explosion,Police,Police Patrol (including vehicles and convoys),A police vehicle was the target.,Explosives/Bombs/Dynamite,Land Mine,Unknown,The specific motive for the attack is unknown.,"06/09/2009: On Tuesday, in Bijapur District, Chhattisgarh, India, nine Central Reserve Police Force officers were injured in a landmine explosion triggered by Maoists. A police vehicle carrying the officers was blown up near Bijapur valley, 450 kilometers from the state capital. No group claimed responsibility",,
2009,Bijapur district,India,18.791667,80.816667,Bombing or Explosion,Police,Police Patrol (including vehicles and convoys),A police patrol,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/10/2009: On Wednesday, in Karchuli, Bijapur District, Chhattisgarh, India, a senior police officer was shot and killed and five other police officers were wounded when militants attacked a police patrol. No group claimed responsibility, but it was widely believed the militants were members of the Communist Party of India-Maoist (CPI-M).",,
2009,West Singhbhum district,India,22.365086,85.437557,Bombing or Explosion,Police,Police Patrol (including vehicles and convoys),A police patrol,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/10/2009: On Wednesday, Communist Party of India-Maoist (CPI-M) rebels ambushed a police party in West Singhbhum district, Jharkhand state, killing 12 security personnel belonging to the State police and CRPF. Six others were injured.",,
2009,Malaipattu,India,12.924722,80.008056,Bombing or Explosion,Transportation,Bus (excluding tourists),A passenger bus was targeted in the fire.,Incendiary,Arson/Fire,Unknown,The specific motive for the attack is unknown.,"06/12/2009: On Friday, in Malapatti, Tamil Nadu, India, a bus was gutted and set on fire by unidentified militant. Six suspects, who travelled in the bus, had asked the other passengers and the crew to get down before setting it ablaze. No one was injured. No group claimed responsibility.",,
2009,Phusro,India,23.762264,86.002069,Bombing or Explosion,Business,Bank/Commerce,The State Bank of India branch was the target.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/12/2009: On Friday, members of the Communist Party of India (Maoist), attacked the State Bank of India branch near Phusro market, Bokaro, Jharkhand, India. Twelve policemen were killed while 14 officers and 10 civilians were injured in the indiscriminate firing. Communist Party of India (Maoist) claimed responsibility.",,
2009,Imphal,India,24.817011,93.936844,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",Two bulldozers at a police station construction site,Incendiary,Arson/Fire,Unknown,The specific motive for the attack is unknown.,"06/12/2009: On Friday night, in Ngariyan Hills, Imphal East, Manipur, India, armed assailants set fire to two bulldozers at a police station construction site, damaging the vehicles but causing no injuries. No group claimed responsibility.",,
2009,Kannur,India,11.874477,75.370366,Bombing or Explosion,Violent Political Party,Party Official/Candidate/Other Personnel,Worker: E.P. Raveendran,Melee,Knife or Other Sharp Object,Rashtriya Swayamsevak Sangh,The specific motive for the attack is unknown.,"06/13/2009: On Saturday evening at 2030, in Kannur, Kerala, India, a Communist Party of India- Marxist worker, E.P. Raveendran, age 48, was hacked to death by suspected Rashtriya Swayamsevak Sangh workers. The CPI-M worker was attacked by assailants inside his tea shop near the Mahe Service Co-operative branch. No group claimed responsibility.",,
2009,Chandiposh,India,22.068642,84.912799,Bombing or Explosion,Transportation,Train/Train Tracks/Trolley,Railway tracks,Explosives/Bombs/Dynamite,Other Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/13/2009: On Saturday, at Chandiposh Station, Orissa, India, assailants derailed a goods train by blowing up four feet of railway tracks causing no casualties. Communist party of India-Maoist (CPI-M) militant were responsible for the attack.",,
2009,Khunti,India,23.075278,85.278889,Bombing or Explosion,Police,Police Security Forces/Officers,Jharkhand police personnel were the target.,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/13/2009: On Saturday, members of the Communist Party of India (Maoist), CPI-M, detonated a landmine in the district of Khunti, Jharkhand, India, injuring five policemen.",,
2009,Kokrajhar,India,26.398022,90.269415,Bombing or Explosion,Terrorists/Non-State Militia,Terrorist,Militant,Unknown,0,Unknown,The specific motive for the attack is unknown.,"06/14/2009: On Sunday, in Kokrajhar, Assam, India, assailants shot and killed one suspected National Democratic Front of Bodoland (NDFB) militant. No group claimed responsibility.",,
2009,Dharmapur,India,22.551768,87.163481,Bombing or Explosion,Terrorists/Non-State Militia,0,Three cadres,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/14/2009: On Sunday, in Dharmapur, West Bengal, India, the dead bodies of three Communist Party of India Marxist (CPI-M) workers were found. People's Committee against Police Atrocities (PCPA) backed by the Communist Party of India-Maoist militants were responsible for the attack.",,
2009,Dakadihi,India,22.328125,86.198059,Bombing or Explosion,Violent Political Party,Party Official/Candidate/Other Personnel,Suspected Police Informer,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/14/2009: On Sunday morning, in Dakadihi Village, Mayurbhanj District, Orissa, India, suspected Maoists shot and killed a tribal because they suspected him of being a police informer. Around a dozen militants armed with sophisticated weapons followed the victim, Balakram Soren, age 35, from the market and shot him from close range. No group claimed responsibility but it was widely believed that Communist Party of India (Maoist), CPI-M, militants were responsible.",,
2009,Sambalpur,India,21.466872,83.981166,Bombing or Explosion,Police,Police Security Forces/Officers,"A Police Sub-Inspector, Narasingha Mahakuda,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/14/2009: On Sunday, in Sambalpur, Orissa, India, assailants shot and killed a Police Sub-Inspector, Narasingha Mahakuda, during a gun battle with Security Forces. Communist Party of India-Maoist (CPI-Maoist) cadres were responsible for the attack.",,
2009,Tampargarh,India,21.38345,84.264752,Bombing or Explosion,Police,Police Security Forces/Officers,A senior police officer,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/15/2009: On Monday, in Tampargarh, Sambalpur, Orissa, India, assailants killed one senior police officer during an attack. Communist Party of India - Maoist (CPI-Maoist) militants were responsible for the attack.",,
2009,Lalgarh,India,22.583971,87.049935,Bombing or Explosion,Private Citizens & Property,Protester,A senior Marxist activist,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/15/2009: On Monday, in Lalgarh, Midnapore, West Bengal, India, assailants destroyed the house of a senior Marxist activist. Communist Party of India - Maoist (CPI-Maoist) militants were responsible for the attack.",,
2009,Lalgarh,India,22.586023,87.051109,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",Three police camps,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/15/2009: On Monday, in Lalgarh, West Midnapur, West Bengal, India, assailants set ablaze three police camps. People's Committee against Police Atrocities (PCPA) backed by the Communist Party of India-Maoist militants were responsible for the attack.",,
2009,Dharampur,India,23.420525,88.748142,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",A police post in Lalgarh,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/15/2009: On Monday, armed members of the Communist Party of India (Maoist), CPI-M, raided the village of Dharampur, Lalgarh, West Bengal, India. A police post and zonal secretary's home and party office were set ablaze. Three rebels were reportedly killed in the incident.",,
2009,Bokaro,India,23.669296,86.151112,Bombing or Explosion,Police,Police Security Forces/Officers,Jharkhand Armed Police and Special Armed Force members,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/15/2009: On Monday, Communist Party of India (Maoist) rebels detonated a landmine at Nawadih, Bokaro, Jharkhand, India, killing 11 security personnel of the Jharkhand Armed Police and Special Armed Force.",,
2009,Chakarbandha,India,24.714173,84.927573,Bombing or Explosion,Educational Institution,School/University/Educational Building,A government middle school,Explosives/Bombs/Dynamite,Other Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/15/2009: On Monday early in the morning, in Chakarbandha Village, Gaya, Bihar, India, approximately 70 assailants detonated a bomb on a government middle school, causing damage to the building, but no injuries. No group claimed responsibility, but it was believed the Communist Party of India-Maoist (CPI-Maoist) was responsible. This incident was one of three that targeted the city of Gaya, Bihar, India.",,
2009,Chakarbandha,India,24.714173,84.927573,Bombing or Explosion,Government (General),Government Building/Facility/Office,A government community hall,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/15/2009: On Monday early in the morning, in Chakarbandha Village, Gaya, Bihar, India, approximately 70 assailants detonated a bomb on a community hall, causing damage to the building, but no injuries. No group claimed responsibility, but it was believed the Communist Party of India-Maoist (CPI-Maoist) was responsible. This event is one of three incidents in the city of Gaya, Bihar, India.",,
2009,Chakarbandha,India,24.714173,84.927573,Bombing or Explosion,Government (General),Government Building/Facility/Office,A local-level village government building,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/15/2009: On Monday early in the morning, in Chakarbandha Village, Gaya, Bihar, India, approximately 70 assailants detonated a bomb on a local-level village government building, causing damage to the building, but no injuries. No group claimed responsibility, but it was believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",,
2009,West Midnapore district,India,22.404193,87.379866,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",A police camp,Incendiary,Arson/Fire,People's Committee against Police Atrocities (PCPA),The specific motive for the attack is unknown.,"06/15/2009: On Monday, in West Midnapore, West Bengal, India, assailants set fire to a police camp at Belatkri outpost, damaging the camp, but causing no injuries. No group claimed responsibility, but it was widely believed the People's Committee Against Police Atrocities was responsible.",,
2009,West Midnapore district,India,22.404193,87.379866,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",A police camp,Incendiary,Arson/Fire,People's Committee against Police Atrocities (PCPA),The specific motive for the attack is unknown.,"06/15/2009: On Monday, in West Midnapore, West Bengal, India, assailants set fire to a police camp at Dharampur outpost, damaging the camp, but causing no injuries. No group claimed responsibility, but it was widely believed the People's Committee Against Police Atrocities was responsible.",,
2009,West Midnapore district,India,22.404193,87.379866,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",A police camp,Incendiary,Arson/Fire,People's Committee against Police Atrocities (PCPA),The specific motive for the attack is unknown.,"06/15/2009: On Monday, in West Midnapore, West Bengal, India, assailants set fire to a police camp at Ramgarh outpost, damaging the camp, but causing no injuries. No group claimed responsibility, but it was widely believed the People's Committee Against Police Atrocities was responsible.",,
2009,West Midnapore district,India,22.408038,87.381073,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Communist Party of India-Marxist leader's home,Incendiary,Arson/Fire,People's Committee against Police Atrocities (PCPA),The specific motive for the attack is unknown.,"06/15/2009: On Monday, in West Midnapore, West Bengal, India, assailants set fire to the home of a Communist Party of India-Marxist leader, damaging the home but causing no injuries. No group claimed responsibility, but it was widely believed the People's Committee Against Police Atrocities was responsible.",,
2009,Michidui,India,25.226861,92.868176,Bombing or Explosion,Private Citizens & Property,Village/City/Town/Suburb,A Zeme Naga tribe village,Firearms,Unknown Gun Type,Black Widows,The specific motive for the attack is unknown.,"06/16/2009: On Tuesday afternoon at about 1215, in the village of Michidui, North Cachar Hills, Assam, India, unidentified gunmen opened indiscriminate fire on civilians and set ablaze 20 houses in a Zeme Naga tribe village. Twelve civilians, including eight minors were killed on the spot and two others wounded. No group claimed responsibility but it was suspected that Black Widow militants were responsible for the attack.",,
2009,Manatu,India,24.230248,84.405879,Bombing or Explosion,Police,Police Security Forces/Officers,Police officers,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The guerillas were fighting for the rights of neglected tribes people and landless farmers.,"06/16/2009: On Tuesday, in Manatu, Palamau, Jharkhand, India, in a gun battle with Maoist rebels, four policemen were killed and five injured. Between 30 to 40 Communist Party of India - Maoist militants were responsible for the attack, the guerrillas say they are fighting for the rights of neglected tribes people and landless farmers.",,
2009,Inavi,India,25.671428,93.577767,Bombing or Explosion,Private Citizens & Property,House/Apartment/Residence,Residences in the village of Inavi,Incendiary,Arson/Fire,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),The specific motive for the attack is unknown.,"06/16/2009: On Tuesday, in Inavi, Peren District, Nagaland, India, a large group of National Socialist Council of Nagaland - Isak Muivah militants set approximately 500 residences on fire in the village. No casualties were reported.",,
2009,Burdwan district,India,23.232421,87.861479,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,A Communist Party of India-Marxist (CPI-M) district committee member,Firearms,Unknown Gun Type,Unknown,The specific motive for the attack is unknown.,"06/16/2009: On Tuesday, in Burdwan, West Bengal, India, assailants fired upon and killed Communist Party of India-Marxist (CPI-M) district committee member Phalguni Mukherjee. No group claimed responsibility.",,
2009,Lalgarh,India,22.586023,87.051109,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Communist Party of India Marxists members,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/17/2009: On Wednesday, in Lalgarth, West Bengal, India, assailants killed three Communist Party of India (Marxist) workers after they killed three workers the previous day. Communist Party of India-Maoist (CPI-M) militants were responsible for the attack.",,
2009,Salkocha,India,26.250782,90.332437,Bombing or Explosion,Private Citizens & Property,Political Party Member/Rally,Two former United Liberation Front of Assam (ULFA) militant,Firearms,Unknown Gun Type,United Liberation Front of Assam (ULFA),The specific motive for the attack is unknown.,"06/17/2009: On Wednesday, in Salkosa, Dhubri District, Assam, India, former United Liberation Front of Assam (ULFA) militant, Khiren Chandra Nath (36), was shot dead and another former militant, Bishnu Barman, and a civilian, Dulal Sil Sarma, were wounded by a group of militants who opened fire on them in a saloon. United Liberation Front of Assam was held responsible for the attack.",,
2009,Misadui,India,26.212366,91.707573,Bombing or Explosion,Private Citizens & Property,Village/City/Town/Suburb,A village,Firearms,Unknown Gun Type,Black Widows,The specific motive for the attack is unknown.,"06/17/2009: On Wednesday, in Misadui village in the North Cachar Hills district, Guwahati, Assam, India, twelve people were killed during a raid on a village by unknown militants. Heavily armed tribal militants attacked the village of a rival tribe, indiscriminately firing on villagers and set ablaze more than 20 houses. No group claimed responsibility, but police suspected that the Black Widow militant group was behind the attack.",,
2009,Lalgarh,India,22.586023,87.051109,Bombing or Explosion,Police,Police Security Forces/Officers,A police post,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/17/2009: On Wednesday, in Lalgarth, West Bengal, India, assailants set a police post on fire causing no casualties. Communist Party of India-Maoist (CPI-M) militants were responsible for the attack.",,
2009,Lalgarh,India,22.586023,87.051109,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Communist Party of India-Marxist members,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/17/2009: On Wednesday, in Lalgarh, West Midnapore, West Bengal, India, assailants set fire to three residences belonging to Communist Party of India-Marxist (CPI-M) members, damaging three homes but causing no injuries. No group claimed responsibility, but Communist Party of India - Maoist (CPI-Maoist) militants are suspected.",,
2009,Banksole,India,22.326764,86.993906,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Communist Party of India-Marxist members,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/17/2009: On Wednesday, in Banksole village, Lalgarh, West Midnapore, West Bengal, India, motorcycle-borne assailants fired upon a group of Communist Party of India-Marxist (CPI-M) members while they were at a tea shop, killing one CPI-M branch secretary and two members. No group claimed responsibility, but it was widely believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",,
2009,Goaltore,India,22.708628,87.171186,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Communist Party of India-Marxist members,Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"06/18/2009: On Thursday, near Goaltore, West Midnapore, West Bengal, India, assailants with sharp weapons assaulted and killed four Communist Party of India-Marxist (CPI-M) members. No group claimed responsibility, but authorities believed the Communist Party of India-Maoist (CPI-M) was responsible.",,
2009,Paluru,India,19.184007,84.751711,Bombing or Explosion,Police,Police Security Forces/Officers,Police,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India- Marxist-Leninist,The specific motive for the attack is unknown.,"06/18/2009: On Thursday, near Palur village, in Koraput, Orissa, India, assailants detonated two landmine improvised explosive devices near a police vehicle, killing nine police officers, eight belonging to the Orissa Special Security Force and one belonging to Orissa State Armed Police, and damaging the vehicle. No group claimed responsibility, but authorities believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",,
